Industry,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
........Water..transportation,0.988168501,0.987291528,0.98620364,0.985610367,0.984758807,0.984281564,0.984323321,0.984165271,0.984268836,0.983822295,0.983771872,0.984098801,0.983519085,0.981821218,0.980591962,0.979962975,0.978752936,0.97882954,0.975543404,0.975164576,0.97602704,0.974880094,0.973369693,0.973203064,0.971618748,0.971300658,0.971749197,0.97127561,0.970812301,0.973689307,0.974279289,0.97523901
........Other..transportation,0.952047514,0.954034851,0.952964481,0.9526359,0.953567697,0.940828235,0.948628175,0.951018276,0.947844265,0.948453369,0.952227186,0.95659955,0.953947799,0.951272734,0.95157456,0.948672952,0.951050585,0.949756277,0.943115135,0.945959925,0.944984304,0.945244387,0.945088718,0.943813502,0.937414103,0.935217294,0.937958826,0.940511143,0.932741914,0.911385851,0.908189275,0.921553509
..........Local..and..interurban..passenger..transit,0.927359584,0.928607703,0.929042923,0.924949551,0.926296887,0.926769807,0.928265994,0.926651589,0.920617046,0.919708678,0.919806191,0.91707318,0.916967399,0.914838635,0.912889352,0.906513824,0.907556463,0.905765327,0.902530705,0.905761461,0.905807228,0.907759054,0.906527972,0.903997825,0.898922686,0.898831914,0.898555632,0.896155459,0.891657125,0.885144662,0.884978726,0.887066742
..........Transportation..by..air,0.986838113,0.987196557,0.986526334,0.986726003,0.986769496,0.985059188,0.985341309,0.984459299,0.985394847,0.984788802,0.98495902,0.983740134,0.984115274,0.984428931,0.983154138,0.983426076,0.983245896,0.982773173,0.981447659,0.971581202,0.971314497,0.967578805,0.96609989,0.964072105,0.963252445,0.960384832,0.959153602,0.963198571,0.963450199,0.958301964,0.958625836,0.959280943
"..........Pipelines,..except..natural..gas",0.987869054,0.988266598,0.988611927,0.989145561,0.989424485,0.989783014,0.990786214,0.991452842,0.992033752,0.992297671,0.992674327,0.993020917,0.992905071,0.992988191,0.993332049,0.992623495,0.992270165,0.992525275,0.992758139,0.992751602,0.992670573,0.99291685,0.991803654,0.991760732,0.991594312,0.992454198,0.991857704,0.99055363,0.990366701,0.994117284,0.991228064,0.995421248
..........Transportation..services,0.962191419,0.960599517,0.954083553,0.951277736,0.947899932,0.90205532,0.927359573,0.941293765,0.930387618,0.931442924,0.938178882,0.966388754,0.954038523,0.946792163,0.948347107,0.947499084,0.945810955,0.938861439,0.937371289,0.936284913,0.936978923,0.939119744,0.941417012,0.93678065,0.932842049,0.935475528,0.934156551,0.931571332,0.926784275,0.925267214,0.924286465,0.924321103
........Communications,0.872957694,0.873649598,0.870989264,0.8693892,0.865479517,0.863861999,0.863028576,0.861629245,0.861825229,0.864350301,0.866821529,0.869566444,0.872995065,0.880416434,0.878623591,0.883620849,0.886063668,0.885927642,0.876589113,0.883398937,0.882607998,0.886131222,0.889254582,0.890443953,0.89246411,0.894577629,0.89737738,0.89968717,0.90017131,0.891446443,0.896301508,0.896205809
"........Electric,..gas,..and..sanitary..services",0.809002889,0.811575764,0.811831502,0.809276407,0.806490428,0.807883737,0.80098204,0.802011507,0.802534536,0.805992746,0.80466909,0.808468176,0.809111346,0.821661397,0.81098683,0.826768064,0.830350499,0.833385428,0.83465746,0.82941154,0.831518423,0.831810203,0.822391432,0.814593367,0.826007139,0.827668323,0.827686242,0.827300886,0.826869358,0.80028209,0.805296921,0.815268684
......Wholesale..trade,0.89685094,0.895818459,0.894142412,0.891894329,0.891636635,0.887382722,0.867480638,0.866547088,0.869443713,0.868826739,0.868712744,0.870958495,0.872664706,0.875420519,0.877367715,0.879747803,0.883182994,0.885699882,0.885792467,0.886788571,0.88549282,0.884011827,0.881936787,0.88142649,0.879169724,0.877731588,0.877475471,0.877655344,0.877325141,0.874588826,0.878199907,0.879422287
......Retail..trade,0.799883766,0.800301021,0.797955585,0.797326184,0.794628439,0.792985619,0.797177178,0.793964249,0.795272697,0.795443982,0.795899647,0.801606492,0.803025423,0.805034886,0.806506375,0.808390533,0.810418628,0.812504635,0.81548528,0.816053956,0.816949221,0.815726787,0.812411305,0.811258886,0.80856251,0.808142391,0.809035396,0.809372675,0.808117538,0.809930113,0.812553807,0.816619852
........Building..materials..and..garden..equipment,0.696206793,0.699418518,0.698114992,0.700452141,0.695005362,0.688540857,0.71681922,0.717472933,0.718006485,0.72199913,0.724962221,0.731070671,0.73401266,0.730840955,0.745713266,0.743587287,0.751137478,0.758510831,0.766547129,0.77306216,0.775128401,0.779071821,0.77344441,0.766836285,0.76333157,0.763674676,0.759848842,0.759793416,0.759690906,0.744895679,0.74467971,0.74959442
........General..merchandise..stores,0.865317547,0.863656005,0.862257352,0.859592371,0.85784736,0.852645646,0.859570269,0.858406973,0.85959752,0.858488235,0.853646013,0.855038596,0.852601904,0.848092268,0.849705752,0.848176915,0.85002484,0.846510947,0.848540843,0.843905749,0.83803617,0.832436357,0.837868714,0.825000606,0.825274881,0.821835425,0.81211618,0.81141142,0.808747686,0.776084531,0.770608026,0.767948536
........Food..stores,0.799318502,0.801021352,0.799030092,0.799146687,0.795505037,0.794699357,0.789406328,0.783890893,0.784042188,0.779754068,0.781535962,0.784366048,0.784589324,0.783781824,0.78441451,0.782780279,0.784798608,0.788258594,0.789664894,0.789856731,0.789565552,0.786285737,0.784208045,0.783098579,0.782238509,0.780302543,0.781213099,0.781776231,0.780672891,0.775997903,0.779920103,0.782535832
........Automotive..dealers..and..service..stations,0.762296491,0.7612405,0.760928015,0.760865293,0.758486952,0.75192849,0.753268339,0.751473882,0.755406272,0.758224785,0.755773078,0.762616852,0.768042222,0.769727022,0.7739083,0.781941341,0.783786468,0.790272009,0.790295343,0.78937202,0.790917786,0.788548528,0.782191172,0.783272346,0.780887068,0.78096431,0.78092775,0.781109056,0.780120367,0.776623524,0.77993114,0.783540891
........Apparel..and..accessory..stores,0.865236729,0.864711549,0.860908576,0.854592851,0.85064993,0.852396088,0.844431283,0.844350197,0.839883498,0.838527445,0.843822428,0.850181992,0.853515125,0.854610424,0.848812917,0.848321695,0.856295737,0.865595629,0.873099086,0.879125863,0.886433998,0.885049209,0.878568738,0.886227886,0.885307502,0.885979791,0.886966342,0.88922835,0.890137252,0.868683406,0.871492613,0.877765104
........Home..furniture..and..furnishings..stores,0.814844531,0.814541535,0.811718996,0.809878789,0.80759268,0.811701995,0.803684118,0.796388526,0.802478792,0.806728541,0.813948358,0.819995997,0.823577341,0.821978983,0.816649345,0.830489105,0.832468112,0.831220825,0.840160741,0.848634301,0.847970465,0.845978868,0.853737067,0.863787193,0.859205011,0.860491894,0.85844103,0.858957321,0.859682865,0.84330868,0.845447196,0.850807348
........Eating..and..drinking..places,0.834490802,0.833096108,0.829457715,0.827599688,0.825310469,0.828401739,0.824295496,0.821214558,0.820513485,0.821526123,0.823147327,0.826625807,0.828218465,0.829062648,0.829922431,0.833856969,0.832293064,0.83410245,0.833942609,0.83375582,0.836252245,0.833863396,0.827616956,0.82455287,0.822553874,0.821029882,0.821959557,0.823970176,0.823011837,0.823778788,0.826324679,0.830217495
........Miscellaneous..retail,0.770390335,0.770618147,0.769163276,0.772717366,0.772549023,0.773878161,0.800207143,0.795536628,0.79786552,0.797893587,0.798918326,0.805011427,0.801124252,0.806099444,0.805901944,0.805721123,0.81212232,0.8073915,0.813937993,0.815135994,0.818301789,0.819961921,0.822700057,0.821281293,0.818706837,0.824233098,0.828955141,0.8309577,0.827775565,0.825790554,0.829112511,0.834098895
"......Finance,..insurance,..and..real..estate",0.896450454,0.895197744,0.894045213,0.891746492,0.890493329,0.891752947,0.890647381,0.886065808,0.887513848,0.88805099,0.889601745,0.893180355,0.896494858,0.900115548,0.900502035,0.902181114,0.907848817,0.914669954,0.917401095,0.920295227,0.914541031,0.914800918,0.912771314,0.913260983,0.91176359,0.909804594,0.909217566,0.910592256,0.91182229,0.912510673,0.913611284,0.916225236
........Depository..and..nondepository..institutions,0.839255097,0.84008739,0.838570942,0.838385792,0.836991675,0.835959692,0.834112123,0.831679231,0.829904464,0.829453316,0.829648047,0.83057317,0.832754286,0.838521246,0.84105749,0.842625692,0.845393197,0.853530169,0.857073621,0.875036893,0.877667863,0.875647677,0.874323569,0.87476463,0.872777179,0.870119493,0.870985977,0.869785391,0.865155305,0.870578373,0.872812411,0.871219057
"........Other..finance,..insurance,..and..real..estate",0.898860468,0.898241029,0.896286225,0.893711732,0.892743403,0.897457177,0.897086328,0.889322461,0.891783975,0.891038429,0.893440414,0.899529339,0.903641869,0.9140674,0.911376718,0.911910655,0.916570395,0.924111305,0.924502219,0.929952232,0.926461056,0.925269961,0.922525742,0.92153742,0.918077795,0.916723246,0.917387167,0.914892636,0.912778052,0.914345126,0.914851081,0.91813619
..........Security..and..commodity..brokers,0.989912501,0.989634022,0.989429331,0.988989128,0.988205638,0.988131456,0.987535723,0.987021897,0.987020147,0.987336887,0.987686,0.987023143,0.986057154,0.981455413,0.981468963,0.981896939,0.980906769,0.981532157,0.981343487,0.980806543,0.979396946,0.979928437,0.976630525,0.976735952,0.974276916,0.972686539,0.973226096,0.972057496,0.972308638,0.971433048,0.970549538,0.968765179
..........Insurance..carriers,0.941010057,0.940936002,0.93998981,0.938991114,0.93763343,0.936963141,0.935975114,0.934888863,0.933150069,0.932306532,0.931487894,0.9318346,0.931399309,0.924782457,0.924036361,0.924300706,0.924018775,0.924180207,0.925407782,0.926925857,0.924477982,0.923210828,0.9252715,0.92263419,0.923800699,0.92366423,0.923754751,0.921923676,0.923078103,0.92356806,0.924722248,0.924963299
"..........Insurance..agents,..brokers,..and..services",0.822140247,0.825603274,0.825483703,0.817188387,0.827371724,0.836362694,0.835441113,0.830987056,0.832359538,0.839198423,0.846697119,0.846524348,0.852852243,0.864345236,0.855805062,0.87455048,0.87833245,0.871074405,0.874535547,0.85956384,0.863971228,0.85729226,0.882488421,0.884181207,0.878124323,0.880939275,0.879176811,0.8774937,0.876060139,0.869559183,0.87007736,0.873285316
..........Real..estate,0.907953029,0.913227401,0.907084284,0.90487909,0.904225987,0.912845046,0.910971303,0.894641681,0.895245484,0.890935399,0.891916466,0.9055719,0.924317968,0.937770697,0.927554564,0.913039025,0.941324169,0.958064584,0.962944478,0.972540486,0.957352552,0.972618825,0.925707099,0.914160908,0.909127475,0.901816568,0.902336876,0.899548068,0.895579535,0.884768891,0.885758432,0.887024295
"..........Combined..real..estate,..insurance,..etc....9/",0.890987166,0.889508367,0.888439651,0.876396329,0.870778032,0.890165036,0.899620898,0.882838546,0.883198785,0.887871504,0.89401916,0.895606188,0.935036049,0.965035016,0.957963225,0.951771883,0.963923283,0.974200484,0.971001754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
..........Holding..and..other..investment..offices,0.966440671,0.965034009,0.965780325,0.963023384,0.973871073,0.970867723,0.968742056,0.977432282,0.98013885,0.981086342,0.987345714,0.979527964,0.953133142,0.956972441,0.947008925,0.963469234,0.954526919,0.949226347,0.941237653,0.955564391,0.957486158,0.957577286,0.956917745,0.953003046,0.953492766,0.95136276,0.949432553,0.950075856,0.948435145,0.947592571,0.947312587,0.948502269
......Services,0.853832444,0.855933539,0.854547286,0.855147051,0.856315866,0.857317047,0.855591974,0.853451229,0.854034036,0.854070008,0.856184898,0.855993705,0.859195729,0.861908285,0.863132155,0.865679697,0.869020439,0.871420387,0.874933352,0.876453902,0.877300428,0.878488442,0.875803399,0.87544493,0.874051888,0.872702573,0.872472749,0.87336547,0.87394589,0.873059902,0.874714894,0.879215525
........Hotels..and..other..lodging..places,0.880648628,0.878214976,0.875908711,0.869583523,0.864788998,0.865946193,0.866052141,0.866243018,0.869787399,0.87030188,0.875614843,0.881856378,0.886904266,0.869060152,0.87225384,0.872632294,0.874200409,0.873887067,0.879230028,0.880174281,0.880388644,0.880376313,0.899194243,0.900671389,0.900904149,0.902254311,0.902331595,0.902671381,0.902093157,0.885718024,0.886005206,0.886911818
........Personal..services,0.829994833,0.826625303,0.819795251,0.813997569,0.813407468,0.81081259,0.809693288,0.805679282,0.80993614,0.80925304,0.811655727,0.807612751,0.811561402,0.812427051,0.81139782,0.81498104,0.813965921,0.817089809,0.820761971,0.820111093,0.824701353,0.829955784,0.827739557,0.828401184,0.826247827,0.82840443,0.829849313,0.832604635,0.832589441,0.815023134,0.815364874,0.823258523
........Private..households,0.758527875,0.760339051,0.762915371,0.765508639,0.768213238,0.77126441,0.775196632,0.780102789,0.784363526,0.788831148,0.792250062,0.79569909,0.794183448,0.812214412,0.813042315,0.814577903,0.816858916,0.818741773,0.821176487,0.823284878,0.825787062,0.829059678,0.831029804,0.830938306,0.832478243,0.832682629,0.83559203,0.837198861,0.840246668,0.835341637,0.84103033,0.845319565
........Business..services,0.930622399,0.930652862,0.925920649,0.923042875,0.922416492,0.920556833,0.918897447,0.915589028,0.912718656,0.914329111,0.915679488,0.915031137,0.917076557,0.917035738,0.917515611,0.917656381,0.918548053,0.919712354,0.919938084,0.91434914,0.913622931,0.913645091,0.912526207,0.912571777,0.912640449,0.914710393,0.916868889,0.918795912,0.919215239,0.90716564,0.909483959,0.913690891
"........Automotive..repair,..services,..and..parking",0.804575807,0.807125448,0.801203476,0.794805117,0.797068329,0.796421261,0.795253046,0.793752405,0.814073237,0.816194857,0.820644083,0.805522114,0.807647162,0.81339982,0.811176029,0.813503083,0.818414445,0.824124237,0.828802699,0.827013946,0.830369387,0.83261507,0.830731691,0.831787918,0.828686792,0.829079246,0.83089669,0.829937876,0.830530373,0.813424848,0.818092482,0.821092079
........Miscellaneous..repair..services,0.82019679,0.823311944,0.818347682,0.809326777,0.812563621,0.813326644,0.81242625,0.811387124,0.812268018,0.815308399,0.823388757,0.817415507,0.825478893,0.825153368,0.816088686,0.816587404,0.826992158,0.825220443,0.829939134,0.83334561,0.833778455,0.831268267,0.828944572,0.829133564,0.824073344,0.824617652,0.822782567,0.822989898,0.820540491,0.790126863,0.789843587,0.795573154
........Amusement..and..recreation..services,0.87346175,0.872940969,0.871591051,0.870003318,0.870103654,0.871867036,0.86995619,0.869969675,0.866480638,0.862748568,0.863960143,0.854949251,0.869523871,0.877679522,0.878188848,0.889603693,0.892122164,0.892969843,0.896982305,0.898968409,0.898979317,0.902568599,0.898487912,0.89742119,0.900208833,0.898869838,0.897179208,0.89799876,0.897602863,0.879606834,0.882372884,0.884147992
........Motion..pictures,0.972743241,0.97322855,0.969869653,0.969854326,0.969997133,0.977063862,0.976926836,0.972536826,0.970704663,0.974934423,0.976888889,0.972653941,0.97683742,0.982288592,0.983297478,0.980621108,0.982011342,0.982478627,0.985671947,0.963259049,0.962079759,0.9613964,0.95983961,0.959581713,0.959207553,0.960757595,0.961215631,0.963580481,0.963750145,0.954580368,0.956045,0.95712513
........Health..services,0.838606787,0.841323057,0.843501794,0.846878074,0.849216419,0.849802319,0.850299744,0.84945285,0.84873027,0.848628026,0.848815352,0.851657328,0.852752756,0.85360328,0.853947495,0.855256062,0.856687015,0.857662049,0.860427613,0.858977063,0.859025058,0.859159191,0.857869235,0.856626751,0.85412819,0.852270201,0.849110852,0.846630159,0.84399354,0.837244204,0.837167016,0.83639846
........Legal..services,0.889902542,0.892215507,0.893073687,0.892093789,0.891937667,0.891544582,0.891556404,0.893972947,0.892325055,0.892725815,0.894450688,0.898256003,0.903660739,0.908813744,0.910563475,0.91156823,0.914690111,0.916540204,0.922949138,0.924461485,0.925384931,0.929103967,0.92845522,0.928615019,0.928429731,0.927576697,0.927975667,0.928484842,0.928595333,0.918403346,0.920601008,0.923368465
........Educational..services,0.941960852,0.94223354,0.941113384,0.939410927,0.937578971,0.939614085,0.93945101,0.940893129,0.940422161,0.939708336,0.939131725,0.939148256,0.939544405,0.941828571,0.942531652,0.942943048,0.94326792,0.942680249,0.940194276,0.938432059,0.938384332,0.940357175,0.937619065,0.93810362,0.93622709,0.934151165,0.932875505,0.931696486,0.930373719,0.918747526,0.915482614,0.915365839
........Social..services..10/,NaN,NaN,NaN,NaN,NaN,NaN,0.86230044,0.850830738,0.844462843,0.834393389,0.829658439,0.824968738,0.82772398,0.828720822,0.828079545,0.82749585,0.826968655,0.831118159,0.830705051,0.831992799,0.832448237,0.831852175,0.833705936,0.832968502,0.829119219,0.827665675,0.827423731,0.826277047,0.825501444,0.826522661,0.827570849,0.828052531
"........Museums,..botanical,..zoological..gardens",0.993343367,0.993265735,0.993012233,0.993068434,0.992908602,0.992843191,0.994698109,0.994705652,0.99464867,0.994234288,0.99432842,0.994512553,0.994493177,0.990031308,0.990101429,0.989664592,0.988481324,0.98757558,0.988373339,0.982497964,0.981773647,0.981512979,0.980354524,0.979559834,0.977358111,0.97565749,0.97389805,0.972827237,0.972487407,0.974223732,0.972881791,0.972880488
........Membership..organizations,0.873728712,0.873176297,0.871607379,0.871723068,0.87116549,0.871860898,0.870938111,0.850429436,0.832676281,0.819887471,0.809889777,0.800870896,0.791169983,0.808295637,0.806593883,0.806443153,0.811626,0.811751255,0.811731143,0.809756008,0.809935806,0.811937582,0.808793861,0.809419814,0.806616746,0.805345852,0.801943341,0.802050738,0.800239155,0.767581658,0.766337082,0.766338231
........Engineering..and..management..services..11/,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.923239829,0.92333552,0.924414323,0.923191381,0.923046167,0.922082908,0.922667275,0.922453556,0.922957327,0.923139435,0.913237643,0.912940752,0.915524266
........Miscellaneous..services,0.892149997,0.892013317,0.887130405,0.885353764,0.882529348,0.881970689,0.875865063,0.876919527,0.875746206,0.877491939,0.880096963,0.880742655,0.886948601,0.893771958,0.894667584,0.895568094,0.898617262,0.900001646,0.904701041,0.885206343,0.882180738,0.880662126,0.871117986,0.857618889,0.856570304,0.811262353,0.802339604,0.809924999,0.808857498,0.847823551,0.848090737,0.861777307
....Government..and..government..enterprises,0.830021541,0.830206455,0.82967803,0.829182914,0.826886559,0.826533315,0.824584347,0.822419624,0.82037029,0.81884478,0.816285985,0.815949514,0.815840415,0.815377884,0.81525355,0.816134388,0.815307745,0.815453118,0.815629573,0.815857431,0.816427661,0.815346284,0.814378506,0.813069041,0.810811447,0.808615355,0.806713371,0.804594784,0.803987863,0.803366648,0.802744129,0.802874599
......Federal..civilian,0.891167538,0.890402882,0.889896501,0.890487455,0.887239983,0.887535254,0.887348354,0.887973917,0.887877774,0.886457138,0.886472354,0.885898777,0.885389802,0.886641164,0.887694235,0.888469195,0.887840146,0.887214567,0.886832843,0.886559923,0.887889432,0.886835738,0.887960706,0.886471127,0.887844449,0.885750513,0.885261905,0.8839035,0.884219523,0.883494246,0.883270532,0.879186763
......Military,0.937964188,0.93617894,0.933706798,0.931934833,0.932770198,0.935873158,0.93602506,0.935733581,0.935120694,0.934945988,0.9338056,0.936768493,0.935402499,0.933240592,0.929923289,0.928979951,0.925159612,0.925436705,0.924124594,0.923171549,0.923744296,0.922727055,0.925511715,0.924500952,0.923348573,0.922310545,0.923356729,0.923366766,0.923351154,0.922649136,0.922005536,0.922695283
......State..and..local,0.797963004,0.800284763,0.801724197,0.802151671,0.801018138,0.800639513,0.79951801,0.796499405,0.794604757,0.793599831,0.791232396,0.79034155,0.789393351,0.788383251,0.788930754,0.790125602,0.790356732,0.792112217,0.794093672,0.795103012,0.796802895,0.796742642,0.795279594,0.794467827,0.792411043,0.79098246,0.789513099,0.787896955,0.787925866,0.788176529,0.788024356,0.789230252
........State..government,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.845908761,0.846869657,0.846751077,0.847285379,0.847533745,0.849686708,0.849952937,0.851189184,0.851150617,0.852430514,0.853204728,0.852015107,0.850908452,0.850855639,0.850079927,0.849969637,0.849667446,0.847724242,0.848291501,0.848171234,0.859156272,0.860227738
........Local..government,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.786193538,0.7847425,0.783497408,0.781768261,0.782310804,0.782488103,0.782749777,0.784581436,0.787239819,0.788247866,0.790379802,0.790857549,0.789234632,0.788500708,0.786016162,0.784036108,0.782260009,0.781398801,0.781352662,0.782161806,0.7899858,0.791103563
